fName,metaCleanId
Benny Boom,5980
Steve Carr,5981
Mike Brett,5982
Douglas McGrath,5983
Peter Sollett,5984
Matej Minac,5985
Susanna Nicchiarelli,5986
Cesc Gay,5987
Hugo RodrÃƒÂ­guez,5988
Raoul Ruiz,5989
Adam Rifkin,5990
Shawn Levy,5991
Shawn Levy,5992
Shawn Levy,5993
Tanya Hamilton,5994
Jordana Spiro,5995
David Raymond,5996
Kelly Reichardt,5997
Philippe LacÃƒÂ´te,5998
Andrew Cohn,5999
Malcolm D. Lee,6000
Adam Randall,6001
Bille August,6002
Timur Bekmambetov,6003
Andre Singer,6004
Dan Gilroy,6005
Guillermo del Toro,6006
Alejandro BruguÃƒÂ©s,6007
George C. Wolfe,6008
Paul Cox,6009
Jennifer Flackett,6010
Cynthia Mort,6011
Ben Blaine,6012
Midi Z,6013
Pratibha Parmar,6014
Savi Gavison,6015
Rob Marshall,6016
Edson Oda,6017
Rodrigo GarcÃƒÂ­a,6018
Barry Sonnenfeld,6019
FabiÃƒÂ¡n Bielinsky,6020
James McTeigue,6021
Gregg Godfrey,6022
Pablo LarraÃƒÂ­n,6023
Ethan Coen,6024
Vahid Jalilvand,6025
Charles Ferguson,6026
John Erick Dowdle,6027
Terry Green,6028
Sam Miller,6029
Chantal Akerman,6030
Justin Schein,6031
Amber Sealey,6032
Danis Tanovic,6033
Conor Allyn,6034
Jeff Radice,6035
Bahman Ghobadi,6036
RyÃƒÂ»hei Kitamura,6037
Aisling Chin-Yee,6038
Janet Tobias,6039
Scott Hicks,6040
Alex Gibney,6041
Nick Wernham,6042
Ivan Reitman,6043
Hal Hartley,6044
Steven Soderbergh,6045
Cary Fukunaga,6046
Darren Aronofsky,6047
Randall Miller,6048
Stephen Bradley,6049
Ilya Naishuller,6050
GÃƒÂ©rald Hustache-Mathieu,6051
Hirokazu Koreeda,6052
Brian Knappenberger,6053
Ry Russo-Young,6054
Tyler Perry,6055
Bertrand Bonello,6056
Tom Ford,6057
Zu Quirke,6058
Chazz Palminteri,6059
Marc Lawrence,6060
Dagur KÃƒÂ¡ri,6061
Henry Bean,6062
Alan Hruska,6063
Pierre Deschamps,6064
Ivan Passer,6065
Werner Herzog,6066
ChloÃƒÂ© Zhao,6067
Olivier Assayas,6068
Hiroyuki Tanaka,6069
Jaume Collet-Serra,6070
Brian Robbins,6071
Shion Sono,6072
Trevor Wall,6073
Jonathan Segal,6074
Heidi Ewing,6075
Joseph Cedar,6076
Lav Diaz,6077
Niki Caro,6078
Philipp StÃƒÂ¶lzl,6079
Bavo Defurne,6080
Elaine Constantine,6081
Michael Polish,6082
Anh Hung Tran,6083
Jeff Zimbalist,6084
Mark Pellington,6085
Patricio GuzmÃƒÂ¡n,6086
Joel Gallen,6087
Bill Duke,6088
David Chase,6089
Dror Soref,6090
Nicholas Bruckman,6091
Yimou Zhang,6092
Mark Hartley,6093
Richard Eyre,6094
James Spinney,6095
Katrin Gebbe,6096
Rod Lurie,6097
Anthony Leonardi III,6098
Alfredo De Villa,6099
George Tillman Jr,6100
Lorene Machado,6101
Jean-Luc Godard,6102
Gianfranco Rosi,6103
Greg Harrison,6104
Rainer Sarnet,6105
Margaret Betts,6106
David Atkins,6107
Jeremy Whelehan,6108
Louis Leterrier,6109
Jon M. Chu,6110
Sam Taylor-Wood,6111
Caroline Link,6112
Tim McCann,6113
Zaradasht Ahmed,6114
Atsushi Funahashi,6115
Anne ÃƒÂ‰mond,6116
Douglas Aarniokoski,6117
Neil LaBute,6118
Penny Lane,6119
Peter Segal,6120
Lars von Trier,6121
Lars von Trier,6122
Tim Blake Nelson,6123
Ethan Coen,6124
Elie Chouraqui,6125
Chang-dong Lee,6126
Mat Whitecross,6127
Vanessa Gould,6128
Joseph Kosinski,6129
Daniel O'Connor,6130
Jody Hill,6131
Steve Shill,6132
Gillian Robespierre,6133
Bud Clayman,6134
Garrett Scott,6135
Jacques Cluzaud,6136
Gary Ross,6137
Steven Soderbergh,6138
Steven Soderbergh,6139
Steven Soderbergh,6140
Andrew Erwin,6141
Donal Mosher,6142
Ruba Nadda,6143
Mike Flanagan,6144
Stephen Sommers,6145
Jason Winer,6146
Michale Boganim,6147
Talal Derki,6148
Xavier Beauvois,6149
Laurent BÃƒÂ©cue-Renard,6150
Terence Davies,6151
Donal Mosher,6152
James Ponsoldt,6153
Adam Watstein,6154
Campbell Scott,6155
Adam Irving,6156
Johnnie To,6157
Josh Gordon,6158
Gavin Hood,6159
Jafar Panahi,6160
Atsuko Hirayanagi,6161
Peter Rodger,6162
Bent Hamer,6163
Lavinia Currier,6164
Joon-ho Bong,6165
Barak Goodman,6166
M. Night Shyamalan,6167
Walt Becker,6168
Rik Swartzwelder,6169
Potsy Ponciroli,6170
Kelly Reichardt,6171
Todd Phillips,6172
Johnny Ma,6173
Chan-wook Park,6174
Spike Lee,6175
Alex Fegan,6176
Ric Burns,6177
Roman Polanski,6178
Jeremy Teicher,6179
Antoine Fuqua,6180
Hany Abu-Assad,6181
Gaby Dellal,6182
Christophe HonorÃƒÂ©,6183
Dana Brown,6184
IldikÃƒÂ³ Enyedi,6185
Dominic Cooke,6186
Alexandria Bombach,6187
Emmanuelle Bercot,6188
Mimi Leder,6189
Sang-soo Hong,6190
Andrew Okpeaha MacLean,6191
Erik Matti,6192
Eric Bross,6193
Lori Silverbush,6194
Amy Ziering,6195
Walter Salles,6196
Sofia Coppola,6197
Lucas Belvaux,6198
Jed Weintrob,6199
John Carney,6200
John Dower,6201
Laurence Fishburne,6202
David Leitch,6203
Nuri Bilge Ceylan,6204
Quentin Tarantino,6205
Robert Rodriguez,6206
Shane Meadows,6207
Sergio Leone,6208
Mark Cullen,6209
Daniel Roher,6210
Neil Jordan,6211
Tony Barbieri,6212
Stephen Vittoria,6213
David Frankel,6214
Nanfu Wang,6215
Shin'ichirÃƒÂ´ Ueda,6216
Lone Scherfig,6217
Kevin Macdonald,6218
Morgan Spurlock,6219
Julie Anne Robinson,6220
Mark Romanek,6221
Gabriele Muccino,6222
Alex Steyermark,6223
Martha Holmes,6224
Lisa Leeman,6225
Eric Valette,6226
Takashi  Miike,6227
Robert Edwards,6228
Andrew Dominik,6229
Harald Zwart,6230
Regina King,6231
Michael O. Sajbel,6232
Heidi Ewing,6233
Christian Carion,6234
Jeremy Frindel,6235
Andrew Droz Palermo,6236
Asaph Polonsky,6237
Prachya Pinkaew,6238
Panna Rittikrai,6239
Nicolas Winding Refn,6240
Dominic Harari,6241
Jim Jarmusch,6242
Dominik Moll,6243
Joseph Kosinski,6244
Chris Hegedus,6245
Elizabeth Mims,6246
Harry Wootliff,6247
YÃƒÂ´jirÃƒÂ´ Takita,6248
Dan Scanlon,6249
Peter Cattaneo,6250
Susanne Bier,6251
Kevin Costner,6252
Anthony Stacchi,6253
Chris Kentis,6254
Nacho Vigalondo,6255
Matt Johnson,6256
John H. Lee,6257
Nina Davenport,6258
Chris Weitz,6259
Chris Smith,6260
Claire McCarthy,6261
Keren Yedaya,6262
Jake Kasdan,6263
Jim Loach,6264
Josh Aronson,6265
Glenn Leyburn,6266
John Henry Davis,6267
Lee Kirk,6268
Carlos Diegues,6269
Elizabeth Canner,6270
Michael Cristofer,6271
Shirley Clarke,6272
Jaume Collet-Serra,6273
Robert Kane Pappas,6274
Siddiq Barmak,6275
Joachim Trier,6276
Bobby Farrelly,6277
Michel Hazanavicius,6278
Michel Hazanavicius,6279
Robert Stone,6280
Scott Hamilton Kennedy,6281
Sara Blecher,6282
Chris Kelly,6283
Frieder Schlaich,6284
Laura Gabbert,6285
Stiles White,6286
Mike Flanagan,6287
Miguel Gomes,6288
Rachel Boynton,6289
David Gordon Green,6290
Joachim Lafosse,6291
Nikolaus Geyrhalter,6292
Rick Famuyiwa,6293
Mahamat-Saleh Haroun,6294
Gabriela Cowperthwaite,6295
Jesse Peretz,6296
Susanna White,6297
Barbet Schroeder,6298
Hirokazu Koreeda,6299
Cesar Diaz,6300
Penny Lane,6301
Jim McKay,6302
Ritesh Batra,6303
Carlos Reygadas,6304
S. Leo Chiang,6305
Ann Hui,6306
Brendan Malloy,6307
Michael Mayer,6308
Carol Morley,6309
Robert Sarkies,6310
LluÃƒÂ­s QuÃƒÂ­lez,6311
Scott Cooper,6312
Carl Franklin,6313
Hans Petter Moland,6314
Nick Powell,6315
Robert Greenwald,6316
Howard McCain,6317
David Mackenzie,6318
J.T. Mollner,6319
Kirby Dick,6320
Takeshi Kitano,6321
Lynn Shelton,6322
Rachid Bouchareb,6323
Mikael HÃƒÂ¥fstrÃƒÂ¶m,6324
John Jeffcoat,6325
Jeff Lowell,6326
Karey Kirkpatrick,6327
Glen Keane,6328
Sophie Fiennes,6329
Bob Fisher,6330
Julius Avery,6331
Mark Brian Smith,6332
Richard Kwietniowski,6333
Alexandre Aja,6334
Michalis Reppas,6335
Anna Reeves,6336
Sam Raimi,6337
Franck Khalfoun,6338
Guillermo del Toro,6339
Steven S. DeKnight,6340
Paul King,6341
Paul King,6342
Alexandre Lehmann,6343
Andrew Rossi,6344
Charles Stone III,6345
Pedro AlmodÃƒÂ³var,6346
Michael Bay,6347
Amber Tamblyn,6348
Kwon-taek Im,6349
Todd Solondz,6350
Cosima Spender,6351
Max Barbakow,6352
Fisher Stevens,6353
Gia Coppola,6354
Joe Wright,6355
Julien Temple,6356
Robert Stone,6357
Christian Alvart,6358
Henry Bromell,6359
David Fincher,6360
Guillermo del Toro,6361
Bob Yari,6362
Paul Abascal,6363
Elliot Berlin,6364
Nicholas Jasenovec,6365
Kieran Mulroney,6366
Inon Shampanier,6367
Jake Schreier,6368
John Butler,6369
Michael Noer,6370
Satoshi Kon,6371
Diablo Cody,6372
Andrei Konchalovsky,6373
Ulrich Seidl,6374
Alice Waddington,6375
Ulrich Seidl,6376
Ulrich Seidl,6377
Hany Abu-Assad,6378
Jeffrey Friedman,6379
Pedro AlmodÃƒÂ³var,6380
Robert Luketic,6381
Gus Van Sant,6382
Oren Peli,6383
Tod Williams,6384
Ariel Schulman,6385
Ariel Schulman,6386
William Eubank,6387
Gregory Plotkin,6388
Christopher B. Landon,6389
Chris Butler,6390
Joon-ho Bong,6391
Leena Yadav,6392
Andy Fickman,6393
Dee Rees,6394
CÃƒÂ©dric Klapisch,6395
Jacques Martineau,6396
Christophe Barratier,6397
Eleanor Coppola,6398
Edgar Marie,6399
Alexander Payne,6400
Sophie Lellouche,6401
Darragh Byrne,6402
Taylor Hackford,6403
Peter Landesman,6404
AgnÃƒÂ¨s Jaoui,6405
Mark Levinson,6406
Jennifer Elster,6407
Ariel Kleiman,6408
Fenton Bailey,6409
Abel Ferrara,6410
Danya Taymor,6411
Rodrigo GarcÃƒÂ­a,6412
Morten Tyldum,6413
Rebecca Hall,6414
Spike Lee,6415
Brian De Palma,6416
Alain Berliner,6417
Mitch Glazer,6418
Dan Ireland,6419
John Turturro,6420
Avi Nesher,6421
Yasuhiro Yoshiura,6422
Jim Jarmusch,6423
Jonathan Hacker,6424
Marcus Nispel,6425
Marc SchÃƒÂ¶lermann,6426
Yang Zhang,6427
Grant Gee,6428
Mandie Fletcher,6429
Ella Lemhagen,6430
Peter Berg,6431
Geremy Jasper,6432
Steven Sebring,6433
Greg Mottola,6434
Andrew Hyatt,6435
Steve Carr,6436
Andy Fickman,6437
Jonathan Lee,6438
Paul Verhoeven,6439
Stephen Kessler,6440
Lieven Debrauwer,6441
Daniel Augusto,6442
Ron Howard,6443
Tim Sutton,6444
Ho Yim,6445
Callan Brunker,6446
Edward Zwick,6447
Wayne Kramer,6448
Mimi Leder,6449
Uli Edel,6450
Jennifer Baichwal,6451
John Woo,6452
Bruce Beresford,6453
Brad Barber,6454
Bathsheba Ratzkoff,6455
Victor Salva,6456
Michael Bay,6457
Cameron Crowe,6458
HÃƒÂ©lÃƒÂ¨ne Angel,6459
John Lee,6460
Barry W. Blaustein,6461
Tina Gordon Chism,6462
Anusha Rizvi,6463
Lisa Immordino Vreeland,6464
Jeff Zimbalist,6465
Judy Irving,6466
Achero MaÃƒÂ±as,6467
Kiyoshi Kurosawa,6468
Mark Palansky,6469
Glendyn Ivin,6470
Alastair Fothergill,6471
Eric Darnell,6472
Gil Cates Jr.,6473
Daniel Algrant,6474
Alex Kurtzman,6475
James C. Strouse,6476
John Cadigan,6477
Hao Wu,6478
Pierre Morel,6479
Thor Freudenthal,6480
Chris Columbus,6481
Clark Johnson,6482
Eddie Alcazar,6483
David Mackenzie,6484
Stanley M. Brooks,6485
James Foley,6486
Manolo Caro,6487
Tom Tykwer,6488
Alberto Negrin,6489
Brian Crano,6490
Ian Fitzgibbon,6491
Daniel Lusko,6492
Marjane Satrapi,6493
Dustin Guy Defa,6494
Olivier Assayas,6495
Rebecca Miller,6496
Alison Maclean,6497
Frida Barkfors,6498
Carles Torrens,6499
Dennis Widmyer,6500
Jim Brown,6501
Tony Stone,6502
Jay DiPietro,6503
P.J. Hogan,6504
Will Gluck,6505
Will Gluck,6506
Mike Leigh,6507
David Lowery,6508
CÃƒÂ©line Sciamma,6509
Blutch,6510
Steven Kostanski,6511
David Hartman,6512
JoÃƒÂ£o Pedro Rodrigues,6513
Todd Robinson,6514
Alain Gagnol,6515
Antonia Bogdanovich,6516
Paul Thomas Anderson,6517
Nnegest LikkÃƒÂ©,6518
Greg Kinnear,6519
Kenneth Bowser,6520
William Karel,6521
Stephen Frears,6522
Daniel Barnz,6523
Christian Petzold,6524
Gary Lundgren,6525
Joel Schumacher,6526
Ritesh Batra,6527
Ross McElwee,6528
Cindy Kleine,6529
Lilian Franck,6530
Arne Glimcher,6531
Dana Nachman,6532
KornÃƒÂ©l MundruczÃƒÂ³,6533
Peter Hedges,6534
Nicolas Pesce,6535
Adrian Shergold,6536
Ki-duk Kim,6537
Michael Sarnoski,6538
Francis Glebas,6539
Brendan Muldowney,6540
Deborah Haywood,6541
Wim Wenders,6542
David Gordon Green,6543
LeÃƒÂ³n Ichaso,6544
Fumihiko Sori,6545
Jessica Yu,6546
Michael Tully,6547
LÃƒÂ©a Pool,6548
Tom Cullen,6549
Roberto Benigni,6550
Matteo Garrone,6551
Erik SkjoldbjÃƒÂ¦rg,6552
John Walsh,6553
Alexandre Aja,6554
John Gulager,6555
Claudio Giovannesi,6556
Richard Curtis,6557
Gore Verbinski,6558
Gore Verbinski,6559
Espen Sandberg,6560
Rob Marshall,6561
Gore Verbinski,6562
Seijun Suzuki,6563
David Twohy,6564
Jason Moore,6565
Elizabeth Banks,6566
Trish Sie,6567
Chris Columbus,6568
Barnaby Thompson,6569
Mark Christopher,6570
Nicole Garcia,6571
Chris Metzler,6572
Natalie Morales,6573
Klay Hall,6574
Roberts Gannaway,6575
Javier Abad,6576
Benson Lee,6577
D.J. Mendel,6578
Yi Seung-jun,6579
Tim Burton,6580
Rebecca Zlotowski,6581
Julian Gilbey,6582
Marc Fienberg,6583
Gabriele Muccino,6584
Justin Reardon,6585
Andy Fickman,6586
Sally Aitken,6587
Lino DiSalvo,6588
Nicole Holofcener,6589
Ben Lewin,6590
Daniel Robbins,6591
Luke Poling,6592
Carlos AgullÃƒÂ³,6593
Andrew Rhymer,6594
Chang-dong Lee,6595
Marshall Curry,6596
Fred CavayÃƒÂ©,6597
Joe Lynch,6598
Ericson Core,6599
Kunihiko YÃƒÂ»yama,6600
Jim Malone,6601
Rob Letterman,6602
Jim Malone,6603
Kunihiko YÃƒÂ»yama,6604
Leos Carax,6605
Jonas ÃƒÂ…kerlund,6606
Corneliu Porumboiu,6607
Robinson Devor,6608
Chi-Hwa Chen,6609
Jackie Chan,6610
Nadav Lapid,6611
Angelin Preljocaj,6612
MaÃƒÂ¯wenn Le Besco,6613
Ed Harris,6614
Gil Kenan,6615
Morgan Spurlock,6616
Paul W.S. Anderson,6617
Zara Hayes,6618
Bruce McDonald,6619
Hayao Miyazaki,6620
Frank Nissen,6621
Mars Callahan,6622
Louis C.K.,6623
Kirsten Tan,6624
Chris Roe,6625
Wim Wenders,6626
Akiva Schaffer,6627
R,6628
Scott J. Gill,6629
Jacques Nolot,6630
Keola Racela,6631
Danielle Lessovitz,6632
Gabe Klinger,6633
CÃƒÂ©line Sciamma,6634
Andrew Shea,6635
Wolfgang Petersen,6636
Neil LaBute,6637
Brandon Cronenberg,6638
Vicky Jenson,6639
Pablo LarraÃƒÂ­n,6640
Carlos Reygadas,6641
Uwe Boll,6642
Steve McLean,6643
Zak Tucker,6644
Mike Disa,6645
Jianqi Huo,6646
FranÃƒÂ§ois Ozon,6647
John Junkerman,6648
Paul Devlin,6649
John Curran,6650
Kristine Stolakis,6651
Gini Reticker,6652
Tatiana Huezo,6653
Ilana Trachtman,6654
Lee Daniels,6655
NimrÃƒÂ³d Antal,6656
Michael Spierig,6657
Dan Beers,6658
Rashaad Ernesto Green,6659
David Koepp,6660
Mennan Yapo,6661
Lili HorvÃƒÂ¡th,6662
Ido Haar,6663
Christopher Denham,6664
Jennifer Grausman,6665
Marcos Siega,6666
Alice Lowe,6667
Alex Steyermark,6668
Michael Walker,6669
Carlos ÃƒÂvila,6670
Pierre Salvadori,6671
Sunu Gonera,6672
Matthew Warchus,6673
Gavin O'Connor,6674
Burr Steers,6675
Joe Wright,6676
Scott Stewart,6677
Nick Powell,6678
Ben Younger,6679
Shane Carruth,6680
Michael Katleman,6681
Davide Ferrario,6682
Sam de Jong,6683
David Gordon Green,6684
Sean Baker,6685
Mike Newell,6686
Henrique Goldman,6687
Fernando LeÃƒÂ³n de Aranoa,6688
Stephen Cone,6689
Marc Forby,6690
Malcolm Clarke,6691
Denis Villeneuve,6692
Shion Sono,6693
Saverio Costanzo,6694
Alain Resnais,6695
Tamara Jenkins,6696
Pat O'Connor,6697
Joachim Lafosse,6698
Alan Brown,6699
Robert Greene,6700
Kimberly Reed,6701
Angela Robinson,6702
Timur Bekmambetov,6703
Jeff Warrick,6704
Dean Israelite,6705
James Marsh,6706
Ariel Schulman,6707
Nima Nourizadeh,6708
Joe Nussbaum,6709
Nelson McCormick,6710
Hiroyuki Imaishi,6711
Ridley Scott,6712
Gus Van Sant,6713
B.Z. Goldberg,6714
Emerald Fennell,6715
John Madden,6716
Taylor Hackford,6717
Amy Berg,6718
Chris Caldwell,6719
Jessica Yu,6720
Marek Najbrt,6721
Jack Lewis,6722
Marc Levin,6723
Babak Najafi,6724
Jag Mundhra,6725
Alice Winocour,6726
Zack Parker,6727
Dylan Kidd,6728
Richard LaGravenese,6729
Steve Guttenberg,6730
Robert Lee King,6731
Bret Wood,6732
Mickey Keating,6733
Michael Mann,6734
Maria Maggenti,6735
Ian Edelman,6736
Pedro Pablo Ibarra,6737
Florian Habicht,6738
Jim Sonzero,6739
Kiyoshi Kurosawa,6740
Joshua Tickell,6741
Adam Larson Broder,6742
Paul Thomas Anderson,6743
Gregori Viens,6744
Adam Kassen,6745
Lexi Alexander,6746
Patrik-Ian Polk,6747
Sonny Laguna,6748
Gillies MacKinnon,6749
Ye Lou,6750
Paul McGuigan,6751
Luis Prieto,6752
Nicolas Winding Refn,6753
Nicolas Winding Refn,6754
Chris Miller,6755
Maxim Pozdorovkin,6756
Lise Birk Pedersen,6757
Matthew Porterfield,6758
Natalia Smirnoff,6759
Marc Turtletaub,6760
Ben Hozie,6761
Benjamin Morgan,6762
Marc Forster,6763
John Erick Dowdle,6764
Dustin Hoffman,6765
John Boorman,6766
Michael Lembeck,6767
Alex Ross Perry,6768
May el-Toukhy,6769
Mira Nair,6770
Michael Rymer,6771
Werner Herzog,6772
Henry Jaglom,6773
Taggart Siegel,6774
Melina Matsoukas,6775
Caroline Bottaro,6776
Aron Gaudet,6777
Manuel GÃƒÂ³mez Pereira,6778
Graham Kolbeins,6779
Jonathan Olshefski,6780
Carlos Brooks,6781
Antonello Grimaldi,6782
Yoichi Sai,6783
Philip Kaufman,6784
VÃƒÂ­ctor Erice,6785
Richard Glatzer,6786
Alan Hicks,6787
Yang Zhang,6788
Jasmila Zbanic,6789
Abel Ferrara,6790
Hitoshi Matsumoto,6791
Anubhav Sinha,6792
John Cameron Mitchell,6793
Phillip Noyce,6794
Jen Soska,6795
Amos Gitai,6796
Stephen Hopkins,6797
Andy Fickman,6798
Russell Brown,6799
Michael R. Roskam,6800
Jonathan Demme,6801
Marshall Curry,6802
Frederik Du Chau,6803
Michael Tollin,6804
Jessica Wolfson,6805
Marjane Satrapi,6806
Wanuri Kahiu,6807
Paco Cabezas,6808
Jeremy Coon,6809
Sheng Ding,6810
Alison Eastwood,6811
Christine Jeffs,6812
Linas Phillips,6813
Janice Engel,6814
Sean McNamara,6815
Margaret Byrne,6816
Garry Marshall,6817
Peter Sollett,6818
Jacques Doillon,6819
Phil Johnston,6820
Sylvester Stallone,6821
Adrian Grunberg,6822
Koki Shigeno,6823
Eric Khoo,6824
Elizabeth Allen,6825
Brad Peyton,6826
Oren Moverman,6827
GrÃƒÂ­mur HÃƒÂ¡konarson,6828
Jeremy Sims,6829
Hany Abu-Assad,6830
Jay Baruchel,6831
Gore Verbinski,6832
Coralie,6833
Lucas Belvaux,6834
Paul Middleditch,6835
Billie Piper,6836
Jalmari Helander,6837
Theo Anthony,6838
Jerry Zucker,6839
Brad Bird,6840
Lynne Ramsay,6841
Jericca Cleland,6842
Julia Ducournau,6843
Taylor Hackford,6844
Richard Billingham,6845
Carlos LÃƒÂ³pez Estrada,6846
Josh C. Waller,6847
Betsy West,6848
John Herzfeld,6849
Bruno Barreto,6850
Jacques Audiard,6851
Matt Bettinelli-Olpin,6852
Steven Spielberg,6853
Brian Robbins,6854
Shawn Levy,6855
Patricia Cardoso,6856
Quentin Dupieux,6857
Matteo Garrone,6858
Mateo Gil,6859
Ben Wheatley,6860
Danny Strong,6861
Helen Garvey,6862
James Whitaker,6863
Steve Carr,6864
Ron Howard,6865
Jaume BalaguerÃƒÂ³,6866
Jaume BalaguerÃƒÂ³,6867
Paco Plaza,6868
Chuck Sheetz,6869
Alan White,6870
Christoffer Boe,6871
Matt Wolf,6872
Robert Schwentke,6873
Dean Parisot,6874
Lucky McKee,6875
Gabe Polsky,6876
John Woo,6877
Dan Bradley,6878
Georgia Lee,6879
Brett Ratner,6880
Wes Craven,6881
Alex Karpovsky,6882
Patrick Hughes,6883
Spike Lee,6884
Trevor Nunn,6885
Scott Cohen,6886
CÃƒÂ©dric Kahn,6887
Rodrigo Cortes,6888
Rawson Marshall Thurber,6889
David Roach,6890
Gabe Polsky,6891
Antony Hoffman,6892
Catherine Hardwicke,6893
Anand Tucker,6894
Andrea Arnold,6895
Sean Baker,6896
Tamar Simon Hoffs,6897
Raja Amari,6898
Francis Lawrence,6899
Kevin Smith,6900
Anthony Hemingway,6901
Robin Shou,6902
Brian De Palma,6903
David Mamet,6904
Steven Knight,6905
Andy Cheng,6906
Catherine Bainbridge,6907
Steve James,6908
Alejandro AmenÃƒÂ¡bar,6909
Philippe Garrel,6910
Rob Bowman,6911
Mike Binder,6912
Andy Capper,6913
John Frankenheimer,6914
Don McGlynn,6915
Joel Potrykus,6916
Natalie Erika James,6917
Larry Charles,6918
Atom Egoyan,6919
Allen Coulter,6920
Gabriele Muccino,6921
Boaz Yakin,6922
Mark Palansky,6923
Lisa Joy,6924
Farihah Zaman,6925
Christian Volckman,6926
Gavin Hood,6927
Robert Ben Garant,6928
Nancy Savoca,6929
Gilles Bourdos,6930
Chris Columbus,6931
Jon Stevenson,6932
Jeffrey Nachmanoff,6933
Darren Lynn Bousman,6934
Miguel Sapochnik,6935
Brian A Miller,6936
Joachim Trier,6937
Hans-Christian Schmid,6938
Darren Aronofsky,6939
Werner Herzog,6940
Terry George,6941
Alban Teurlai,6942
Paul W.S. Anderson,6943
Paul W.S. Anderson,6944
Alexander Witt,6945
Russell Mulcahy,6946
Paul W.S. Anderson,6947
Paul W.S. Anderson,6948
Johannes Roberts,6949
Merawi Gerima,6950
Jonathan Jakubowicz,6951
Liesl Tommy,6952
Eric Bross,6953
Jule Gilfillan,6954
Gus Van Sant,6955
Andrew Dosunmu,6956
Adam Schlesinger,6957
Sebastian Junger,6958
Andrew Bujalski,6959
Jon Foy,6960
Rod Lurie,6961
Ludwig Shammasian,6962
Liza Johnson,6963
Bonnie Hunt,6964
Donovan Cook,6965
Lloyd Kaufman,6966
Fouad Mikati,6967
Takashi Yamazaki,6968
Michael Prywes,6969
Yoav Factor,6970
GÃƒÂ¶tz Spielmann,6971
Coralie Fargeat,6972
Chris Paine,6973
Andrew Loo,6974
Joe Angio,6975
Bret Carr,6976
Tim McCann,6977
J.T.S. Moore,6978
Sam Mendes,6979
Guy Ritchie,6980
Sasha Joseph Neulinger,6981
Aaron Woodley,6982
Andrew Droz Palermo,6983
Mike Woolf,6984
Clint Eastwood,6985
Karen Bernstein,6986
Curtiss Clayton,6987
Jonathan Demme,6988
FranÃƒÂ§ois Ozon,6989
James Westby,6990
David Twohy,6991
Helen Hunt,6992
Tim Story,6993
Tim Story,6994
Trent O'Donnell,6995
Masaaki Yuasa,6996
Anders Thomas Jensen,6997
Yasuo Furuhata,6998
Stacy Peralta,6999
Penny Marshall,7000
Mick Garris,7001
Chris Gorak,7002
BenoÃƒÂ®t Jacquot,7003
Sang-soo Hong,7004
Jon Avnet,7005
Juno Mak,7006
F. Javier GutiÃƒÂ©rrez,7007
Carlos Saldanha,7008
Carlos Saldanha,7009
Andrucha Waddington,7010
Robert Schwentke,7011
Peter Ramsey,7012
Rupert Wyatt,7013
Kevin Reynolds,7014
T.C. Johnstone,7015
Laura Poitras,7016
Elizabeth Holder,7017
Mariem PÃƒÂ©rez Riera,7018
Thomas Riedelsheimer,7019
David LaChapelle,7020
Adam Carolla,7021
Monte Hellman,7022
Jason Momoa,7023
Sam Mendes,7024
Todd Phillips,7025
Michael Cuesta,7026
Morgan Neville,7027
Raymond De Felitta,7028
Richard Gray,7029
Ridley Scott,7030
Otto Bathurst,7031
Marina Zenovich,7032
Tylor Norwood,7033
JosÃƒÂ© Padilha,7034
Jake Schreier,7035
Jon Wright,7036
Greg Pak,7037
Carlos Saldanha,7038
Luchino Visconti,7039
Ash Brannon,7040
Adam Shankman,7041
Don Argott,7042
Stephen Herek,7043
Casey Suchan,7044
Barry Levinson,7045
Jeffrey Blitz,7046
Dexter Fletcher,7047
Guy Ritchie,7048
Sarah Gavron,7049
Signe Baumane,7050
Sylvester Stallone,7051
Chris Metzler,7052
Jacques Doillon,7053
Dylan Kidd,7054
Gareth Edwards,7055
BenjamÃƒÂ­n Naishtat,7056
David Wain,7057
Malcolm D. Lee,7058
Nancy Schwartzman,7059
John McTiernan,7060
Pablo Trapero,7061
Mitch Dickman,7062
Martin Scorsese,7063
Alfonso CuarÃƒÂ³n,7064
Claude Lelouch,7065
Dan Gilroy,7066
Marina Zenovich,7067
John Turturro,7068
Mark Becker,7069
Jean-Pierre AmÃƒÂ©ris,7070
Carlo Carlei,7071
Andrzej Bartkowiak,7072
Alessandro Carloni,7073
Kyle Henry,7074
Lenny Abrahamson,7075
Rodney Ascher,7076
Damien O'Donnell,7077
Christine Molloy,7078
Jordan Galland,7079
Margarethe von Trotta,7080
Aviva Kempner,7081
Jon Stewart,7082
Paddy Breathnach,7083
Lucia Aniello,7084
George Butler,7085
Michael Larnell,7086
Quentin Dupieux,7087
Alex Karpovsky,7088
Shan Nicholson,7089
Milorad Krstic,7090
Jonathan Dayton,7091
William H. Macy,7092
Carlos CuarÃƒÂ³n,7093
John Eng,7094
Paul Demeyer,7095
Warren Beatty,7096
William Friedkin,7097
Alfonso Maiorana,7098
Rob Reiner,7099
Aneesh Chaganty,7100
Jaume Collet-Serra,7101
David Schwimmer,7102
Steph Green,7103
Ricky Tollman,7104
Gary Fleder,7105
Barry Sonnenfeld,7106
Brad Furman,7107
Sergey Bodrov,7108
Barbara Kopple,7109
